"COMPANY NAME","ROC NO","URL","CLUSTER","ID","MARCH","YEAR"
"1001tech IPvox Sdn Bhd","537018-X","1001tech.com.my/","InfoTech","CS/3/1368","Active","2002"
"100Comments Sdn Bhd","1245912-H","100Comments.com","InfoTech","CS/3/10605","Active","2017"
"108 Media Holdings Sdn Bhd","682497-U","NULL","Creative Content & Technologies","CS/3/7231","Active","2012"
"12 u 12 Sdn Bhd","1219353-D","NULL","InfoTech","CS/3/10603","Active","2017"
"2Stallions Sdn Bhd","1390627-T","2stallions.com/","InfoTech","MSC/S/00093","Active","2021"
"3B Vision International Sdn Bhd","803607-W","NULL","InfoTech","CS/3/5831","Active","2009"
"3i Infotech Sdn Bhd","593827-M","3i-infotech.com","InfoTech","CS/3/1315","Active","2002"
"3kal Soluzions Sdn Bhd","689339-A","3kal.com","InfoTech","CS/3/2477","Active","2005"
"3ntity Berhad","429594-X","3ntity.com","InfoTech","CS/3/550","Active","2000"
"3thirds Inc Sdn Bhd","756227-V","3thirds.net","InfoTech","CS/3/4653","Active","2007"
"3TP Sdn Bhd","750579-T","3tp.com.my","InfoTech","CS/3/3763","Active","2007"
"4 Thirteen Group Sdn Bhd","1103326-V","NULL","InfoTech","CS/3/8977","Active","2015"
"7Zero Digital Insight Sdn Bhd","1220477-X","NULL","InfoTech","CS/3/10855","Active","2018"
"A Visual Sdn Bhd","909155-V","NULL","Creative Content & Technologies","CS/3/6727","Active","2010"
"A&A Resource Solutions Sdn Bhd","1128385-U","onsightsolutions.com","InfoTech","CS/3/9399","Active","2016"
"A5SA Technology Sdn Bhd","1144645-T","NULL","InfoTech","CS/3/10502","Active","2018"
"AA International Hub Sdn Bhd","916214-X","NULL","Global Business Services","CS/3/7078","Active","2011"
"AAA Consult & Resources Sdn Bhd","802028-P","NULL","InfoTech","CS/3/7622","Active","2013"
"Aathav Resources Sdn Bhd","1180646-K","athavtechnologies.com","InfoTech","CS/3/10609","Active","2017"
"Abeo Internationnal Sdn  Bhd","958482-K","NULL","Global Business Services","CS/3/10359","Active","2017"
"ABS INNOVATIONS SDN BHD","901792-T","abs.global","InfoTech","CS/3/8538","Active","2018"
"ABS Software International Sdn Bhd","1041378-A","NULL","InfoTech","CS/3/7907","Active","2013"
"ABS Technovations Sdn Bhd","567590-W","abs.global","InfoTech","CS/3/467","Active","2001"
"Absec MSC Sdn Bhd","1020267-V","absecmy.com","InfoTech","CS/3/5592","Active","2012"
"Abyres MSC Sdn Bhd","760798-M","abyres.net","InfoTech","CS/3/4342","Active","2007"
"AccelTeam Sdn Bhd","396737-M","accelteam.com.my","InfoTech","CS/3/1320","Active","2002"
"Accenture Operations Services Sdn Bhd","887191-D","chartisinsurance.com","Global Business Services","CS/3/6455","Active","2010"
"Access Devices Asia Sdn Bhd","579439-P","accessdevicesasia.com","InfoTech","CS/3/3049","Active","2006"
"Access Motion Sdn Bhd","1052637-D","access-mobile.com","InfoTech","CS/3/9964","Active","2017"
"ACCESS Workspace Malaysia Sdn Bhd","1161382-X","volcanic.co.uk","InfoTech","CS/3/9570","Active","2016"
"Accion Labs Sdn Bhd","1075594-A","NULL","Global Business Services","CS/3/8577","Active","2014"
"Accord Innovations Sdn Bhd","1157399-V","NULL","Global Business Services","CS/3/9614","Active","2015"
"Accordia Global Sdn Bhd","918977-H","accordiasolution.com","InfoTech","CS/3/6974","Active","2012"
"ACD Development Sdn bhd","1160879-K","NULL","Global Business Services","CS/3/10202","Active","2016"
"ACE Dot My Sdn Bhd","626982-V","ace.my/en","InfoTech","CS/3/9237","Active","2016"
"Ace Resource Advisory Services Sdn Bhd","1034193-T","NULL","Global Business Services","CS/3/8063","Active","2013"
"Ace Technology Solutions Sdn Bhd","948841-X","ace-tech-solutions.com","InfoTech","CS/3/7339","Active","2011"
"ACN Secure Solutions Sdn Bhd","1025949-K","NULL","InfoTech","CS/3/7894","Active","2012"
"Acodes Tech Sdn Bhd","1198652-A","NULL","InfoTech","CS/3/10317","Active","2017"
"Acsuss Technologies Sdn Bhd","477449-X","acsuss.com","InfoTech","CS/3/3233","Active","2006"
"Actiontintoy Design Laboratory Sdn Bhd","1025047-V","actiontintoy.com","Creative Content & Technologies","CS/3/7875","Active","2012"
"Actix Sdn Bhd","860467-X","actix.com","Global Business Services","CS/3/5976","Active","2009"
"Acumen IT Infotech Sdn Bhd","1133733-U","acumenit-infotech.com","InfoTech","CS/3/9284","Active","2016"
"Acura Technologies Sdn Bhd","1005387-T","NULL","InfoTech","CS/3/7852","Active","2012"
"Adacode Systems Sdn Bhd","600812-H","adacode.my","InfoTech","CS/3/7645","Active","2012"
"Addeen Multimedia Sdn Bhd","857531-A","addeenmultimedia.com","Creative Content & Technologies","CS/3/8404","Active","2015"
"ADF Innovation Sdn Bhd","1159558-A","NULL","InfoTech","CS/3/9646","Active","2016"
"ADF Technologies Sdn Bhd","742669-P","adftech.com.my","InfoTech","CS/3/4145","Active","2006"
"Adfive Sdn Bhd","1199331-V","NULL","InfoTech","CS/3/10698","Active","2017"
"Adharasoft Sdn Bhd","825683-H","adharasoft.com","InfoTech","CS/3/5860","Active","2009"
"Admiral Digital Sdn Bhd","1194782-M","NULL","InfoTech","CS/3/10300","Active","2017"
"Adqrate Sdn Bhd","835188-P","adqrate.com","InfoTech","CS/3/5998","Active","2012"
"ADS Global SSO Sdn Bhd","1066176-K","NULL","Global Business Services","CS/3/8454","Active","2014"
"Adticles Sdn Bhd","1149616-M","NULL","Creative Content & Technologies","CS/3/9941","Active","2016"
"Advance Tech Communications Sdn Bhd","642705-H","advancetc.com","InfoTech","CS/3/3495","Active","2006"
"Advance Tech Outsourcing Sdn Bhd","1235135-P","NULL","Global Business Services","CS/3/10771","Active","2018"
"Advanced Health Care Solutions Sdn Bhd","606644-T","ahcs.co","InfoTech","CS/3/7929","Active","2015"
"Advanced Micro Devices Global Services (M) Sdn Bhd","806712-P","amd.com","Global Business Services","CS/3/5286","Active","2008"
"Advanced Mobile Services & Solutions Sdn Bhd","618758-H","amoss.com.my","InfoTech","CS/3/3721","Active","2008"
"Advansoft Sdn Bhd","708664-D","myadvansoft.com","InfoTech","CS/3/7748","Active","2012"
"Advinno Solutions Sdn Bhd","882417-H","advinno.com","InfoTech","CS/3/1966","Active","2010"
"Adviseasia Global Services Hub Sdn Bhd","1191389-D","NULL","Global Business Services","CS/3/10417","Active","2017"
"Adviseasia Tech Sdn Bhd","1190349-K","NULL","InfoTech","CS/3/10253","Active","2016"
"Adxify Sdn Bhd","1170677-T","adxify.com","InfoTech","CS/3/9858","Active","2016"
"Aegis BPO Malaysia Sdn Bhd","502982-W","NULL","Global Business Services","CS/3/342","Active","2000"
"Aemulus Corporation Sdn Bhd","798015-M","aemulus.com","InfoTech","CS/3/2679","Active","2007"
"Aetins Sdn Bhd","457050-A","NULL","InfoTech","CS/3/428","Active","2000"
"Ag I Solutions (M) Sdn Bhd","572343-D","ag-isolutions.com","InfoTech","CS/3/8393","Active","2015"
"Aga Touch (M) Sdn Bhd","820926-K","agagroup.my","InfoTech","CS/3/7280","Active","2011"
"Agency Media Sdn Bhd","643871-H","agencymedia.com.my","Creative Content & Technologies","CS/3/4782","Active","2010"
"Agensi Pekerjaan Ajobthing Sdn Bhd","1036935-K","brightan.com.my","InfoTech","CS/3/9403","Active","2017"
"Agensi Pekerjaan Jobstreet.Com Sdn Bhd","449122-K","NULL","InfoTech","CS/3/223","Active","1999"
"Agile D3velopers Sdn Bhd","1159213-X","d3veloper.com","InfoTech","ST/3/11","Active","2016"
"Agile Matrix Solutions Sdn Bhd","573732-K","ams.com.my","InfoTech","CS/3/2416","Active","2007"
"Agile Solution MSC Sdn Bhd","769581-P","agile.com.my","InfoTech","CS/3/3767","Active","2007"
"Aglint Consulting Sdn Bhd","973305-W","NULL","Global Business Services","CS/3/8556","Active","2015"
"Agmo Studio Sdn Bhd","974707-M","agmostudio.com","InfoTech","CS/3/7817","Active","2012"
"Agoda International (Malaysia) Sdn Bhd","874570-V","agoda.com/info/about_agoda.html","Global Business Services","CS/3/7675","Active","2013"
"Ahead Mobile Sdn Bhd","633896-U","aheadmobile.com32001.com.my","InfoTech","CS/3/2691","Active","2005"
"AIA Shared Services Sdn Bhd","858194-P","NULL","Global Business Services","CS/3/6180","Active","2009"
"AIG Technologies (Malaysia) Sdn Bhd","472941-A","NULL","Global Business Services","CS/3/169","Active","1998"
"AILS Sdn Bhd","1200878-U","NULL","InfoTech","CS/3/10344","Active","2018"
"Aim-Force Software Sdn Bhd","599360-W","aim-force.com.my","InfoTech","CS/3/1357","Active","2002"
"AIMS Cyberjaya Sdn Bhd","794695-X","aims.com.my","Global Business Services","CS/3/3936","Active","2008"
"Aims Data Centre Sdn Bhd","200085-H","aims.com.my","Global Business Services","CS/3/8421","Active","2017"
"Ainqa Health Bhd","650092-H","ainqa.com","InfoTech","CS/3/2334","Active","2004"
"Air Liquide Business Services Sdn Bhd","1195835-M","NULL","Global Business Services","CS/3/10394","Active","2017"
"Air Products Shared Services Sdn Bhd","729924-M","airproducts.com","Global Business Services","CS/3/7401","Active","2012"
"AirAsia Com Travel Sdn Bhd","1050338-A","touristly.com","InfoTech","CS/3/9281","Active","2017"
"AirAsia Global Shared Services Sdn Bhd","1045172-A","airasia.com","Global Business Services","CS/3/8161","Active","2013"
"Airbel Technologies Sdn Bhd","834568-V","airbeltech.com","InfoTech","CS/3/6507","Active","2011"
"Akal Aspirasi Sdn Bhd","1072363-X","akal.my","InfoTech","CS/3/8515","Active","2015"
"Akarno Development Sdn Bhd","931704-K","NULL","Creative Content & Technologies","CS/3/7363","Active","2011"
"Akati Sekurity (M) Sdn Bhd","1020774-P","NULL","InfoTech","CS/3/8965","Active","2015"
"AkiSoft MSC Sdn Bhd","451844-V","akisoft.com.my","InfoTech","CS/3/362","Active","1999"
"AKRIZ Sdn Bhd","670036-T","akriz.net/","InfoTech","CS/3/4307","Active","2008"
"Al AIN IT Consultants Sdn Bhd","1128948-W","NULL","Global Business Services","CS/3/9837","Active","2017"
"Al-Madinah International (M) Sdn Bhd - Al-Madinah International University (MEDIU)","710353-P","NULL","IHLs & Incubators","KWD-4/110","Active","2010"
"Al-Tasneem Sdn Bhd","630802-X","altasneem.com.my","InfoTech","CS/3/3043","Active","2009"
"Aladdin Street Sdn Bhd","1148192-H","aladdinstreet.com","InfoTech","CS/3/9743","Active","2016"
"Alam Teknokrat Sdn Bhd (Known as SKALI)","331554-W","skali.net","InfoTech","CS/3/17","Active","1997"
"Alamisoft Sdn Bhd","937225-X","NULL","InfoTech","CS/3/7210","Active","2011"
"ALBATROZZ SDN BHD","1128301-H","albatrozz.com","InfoTech","CS/3/9760","Active","2016"
"Alcassoft Solutions Sdn Bhd","908278-V","NULL","InfoTech","CS/3/6871","Active","2010"
"Alegion (Malaysia) Sdn Bhd","1321236-A","alegion.com","Global Business Services","MSC/S/00037","Active","2021"
"Alfa And Friends Sdn Bhd","1176616-V","ALFAandFriends.com","Creative Content & Technologies","CS/3/9769","Active","2016"
"Algo Solutions Sdn Bhd","862003-A","NULL","InfoTech","CS/3/5806","Active","2009"
"Ali Health Sdn Bhd","1083560-W","doctor2u.my","InfoTech","CS/3/10348","Active","2017"
"Alibaba Cloud (Malaysia) Sdn Bhd","1228928-P","NULL","Global Business Services","CS/3/10728","Active","2017"
"Alibaba Commerce Services (Malaysia) Sdn Bhd","1240115-X","jasonyip@alibaba-inc.com","InfoTech","CS/3/10738","Active","2017"
"Aljazeera International (Malaysia) Sdn Bhd","704385-V","aljazeera.net","Creative Content & Technologies","CS/3/2703","Active","2005"
"Alkarismi Technologies Sdn Bhd","883700-H","alkarismi.com","InfoTech","CS/3/6556","Active","2010"
"Alliance Geotechnical Services Sdn Bhd","774660-W","ageoservice.com","Global Business Services","CS/3/8290","Active","2015"
"Allnex Asia GBS Sdn Bhd","1381657-U","allnex.com/en","Global Business Services","MSC/S/00092","Active","2021"
"Aloha International Sdn Bhd","1203037-V","alohama.com","InfoTech","CS/3/10312","Active","2017"
"Alpha Core Sdn Bhd","1339444-D","NULL","InfoTech","MSC/S/00087","Active","2021"
"Alpha Red Solutions Sdn Bhd","870545-X","NULL","InfoTech","CS/3/8412","Active","2014"
"Alphacap Berhad","1159480-A","alphacapberhad.com","IHLs & Incubators","MSC-INC/137/66","Active","2016"
"Alphapod Sdn Bhd","871970-T","alphapod.com","InfoTech","CS/3/9255","Active","2016"
"Alphaus Cloud Sdn Bhd","1037794-U","NULL","InfoTech","CS/3/7997","Active","2013"
"Alpine MSC Sdn Bhd","756155-T","alpine.com.my","InfoTech","CS/3/4146","Active","2007"
"Altair Engineering Sdn Bhd","962039-H","altair.com","InfoTech","CS/3/7302","Active","2011"
"Althea Beauty Sdn Bhd","1149167-W","my.althea.kr","InfoTech","CS/3/9900","Active","2016"
"Alvanet Multimedia Services Sdn Bhd","467163-T","alvanet.com","InfoTech","CS/3/3751","Active","2006"
"Amanie Nexus Sdn Bhd","892607-H","amanienexus.com","InfoTech","CS/3/7729","Active","2014"
"Amazing Sino (Kl) Sdn Bhd","1124389-M","NULL","InfoTech","CS/3/9547","Active","2016"
"Ambersoft Sdn Bhd","261862-W","ambersoft.net","InfoTech","CS/3/1287","Active","2002"
"Ambition Global Services SDN.BHD","1153454-P","NULL","Global Business Services","CS/3/9098","Active","2016"
"Amc Future Technology Sdn Bhd","693866-X","NULL","InfoTech","CS/3/2942","Active","2005"
"AMC Synergy Sdn Bhd","1152869-M","NULL","InfoTech","CS/3/8873","Active","2016"
"Amdant Sdn Bhd","624932-M","NULL","InfoTech","CS/3/2323","Active","2004"
"amIT Global Solutions Sdn Bhd","953305-A","NULL","Global Business Services","CS/3/7935","Active","2013"
"AMK Technology Sdn Bhd","601219-W","amktechnology.com","Global Business Services","CS/3/3520","Active","2006"
"Amway Business Services Asia Pacific Sdn Bhd","957451-D","NULL","Global Business Services","CS/3/7337","Active","2012"
"Amway IT Services Sdn Bhd","662882-V","amway2u.com","Global Business Services","CS/3/2298","Active","2004"
"AMZ Solutions Sdn Bhd","1175920-U","NULL","Global Business Services","CS/3/9923","Active","2016"
"Analyte Global Technologies Sdn Bhd","1145267-V","NULL","Global Business Services","CS/3/9301","Active","2015"
"Anderes Fourdy Sdn Bhd","1051620-D","anderesfourdy.com","InfoTech","CS/3/8276","Active","2014"
"Anidab Technologies Sdn Bhd","1132211-K","anidab.com.my","InfoTech","CS/3/9246","Active","2015"
"Anima Vitae Point Sdn Bhd","1048656-M","animapoint.net","Creative Content & Technologies","CS/3/8348","Active","2014"
"Animamundi Studio Sdn Bhd","1186625-K","animamundistudio.com","Creative Content & Technologies","CS/3/10249","Active","2017"
"Animasia Studio Sdn Bhd","703999-M","animasia-studio.om","Creative Content & Technologies","CS/3/3168","Active","2006"
"Animonsta Studios Sdn Bhd","872376-W","animonsta.com","Creative Content & Technologies","CS/3/6343","Active","2009"
"Ankaa Consulting (Asia Pacific) Sdn Bhd","1225608-P","ankaaconsulting.com","Global Business Services","CS/3/10615","Active","2018"
"Annata Dynamics Sdn Bhd","1145814-X","annata.co.uk","Global Business Services","CS/3/9060","Active","2015"
"Another Planet Sdn Bhd","926449-X","NULL","Creative Content & Technologies","CS/3/7076","Active","2011"
"Ansys Sdn Bhd","779115-W","NULL","Global Business Services","CS/3/10487","Active","2017"
"Antlabs Sdn Bhd","664119-M","NULL","Global Business Services","CS/3/2470","Active","2013"
"AOK Engineering Services Sdn Bhd","1167273-P","NULL","InfoTech","CS/3/9832","Active","2016"
"Apes Haus Sdn Bhd","910712-V","apeshaus.com","Creative Content & Technologies","CS/3/8803","Active","2015"
"APIS Consulting Sdn Bhd","1132122-M","NULL","Global Business Services","CS/3/9536","Active","2016"
"APLL Global Support Services (M) Sdn Bhd","1184395-P","apllogistics.com","Global Business Services","CS/3/10540","Active","2017"
"App Lab Sdn Bhd","1138738-V","NULL","InfoTech","CS/3/10066","Active","2016"
"Appalliances Studio Sdn Bhd","1111016-X","appalliances.com","Creative Content & Technologies","CS/3/10705","Active","2017"
"AppAsia Berhad","643683-U","appasia.com","InfoTech","CS/3/2085","Active","2004"
"AppAsia Cloud Sdn Bhd","596701-T","innodium.com","InfoTech","CS/3/1561","Active","2004"
"Appasia Tech Sdn Bhd","1108330-W","appasia.com","InfoTech","CS/3/9135","Active","2016"
"Appfuxion Consulting Sdn Bhd","1065710-K","appfuxion.com/","InfoTech","MSC/S/00086","Active","2021"
"Applebox Asia (MidEastern) Sdn Bhd","540158-T","NULL","Creative Content & Technologies","CS/3/2760","Active","2005"
"Application Universe Sdn Bhd","724485-W","appuniv.com","InfoTech","CS/3/3933","Active","2006"
"Applied business Technologies Sdn Bhd","860333-A","NULL","InfoTech","CS/3/8979","Active","2015"
"Applizone Innovation Sdn Bhd","782762-U","NULL","InfoTech","CS/3/4982","Active","2007"
"Apprecise Sdn Bhd","1164205-K","gamexon.co","InfoTech","CS/3/9738","Active","2016"
"Appstream Sdn Bhd","978305-M","appstream.com.my","InfoTech","CS/3/8895","Active","2015"
"Apptivity Lab Sdn Bhd","576984-W","apptivitylab.com","Global Business Services","CS/3/6692","Active","2017"
"Appxplore (iCandy) Sdn Bhd","926043-M","appxplore.com","Creative Content & Technologies","CS/3/7022","Active","2012"
"Appxquare Technologies Sdn Bhd","1011771-H","appxquare.com","InfoTech","CS/3/7814","Active","2013"
"AppyHome Plus Sdn Bhd","1131506-H","NULL","InfoTech","CS/3/9363","Active","2016"
"Aptilo Networks Sdn Bhd","513724-W","aptilo.com","InfoTech","CS/3/444","Active","2000"
"Aptude technology Services Sdn Bhd","1233002-H","aptude.com","InfoTech","MSC/S/00039","Active","2020"
"Aquawalk Technology Sdn Bhd","645967-V","klaquaria.com","Creative Content & Technologies","CS/3/2486","Active","2005"
"Aquilius Technologies Sdn Bhd","1297470-V","aquilius.my/","InfoTech","MSC/S/00026","Active","2020"
"Arachnid Sdn Bhd","406941-A","arachnid.com.my","Creative Content & Technologies","CS/3/652","Active","2001"
"Arahe Solutions Sdn Bhd","717979-P","arahe.com","InfoTech","CS/3/1441","Active","2006"
"ARB Intelligence Sdn Bhd","1284363-V","arbberhad.com","InfoTech","MSC/S/00075","Active","2021"
"Archisoft Global Sdn Bhd","1161647-D","archisoftglobal.com","InfoTech","CS/3/9884","Active","2016"
"Architree Design Sdn Bhd","768810-T","architree.com","Creative Content & Technologies","CS/3/5189","Active","2008"
"Archtron Research & Development Sdn Bhd","609704-M","bluguard.com.my","InfoTech","CS/3/2471","Active","2005"
"ArcNet Technovation System Sdn Bhd","818816-T","coursebuilderpro.com","InfoTech","CS/3/5575","Active","2009"
"Ardent Asia Pacific (Malaysia) Sdn Bhd","929402-X","ardent-ap.com","InfoTech","CS/3/7004","Active","2011"
"Ariyes Online Sdn Bhd","1214463-P","NULL","Global Business Services","CS/3/10676","Active","2017"
"Arms Software International Sdn Bhd","473008-M","arms.my/","InfoTech","CS/3/7541","Active","2013"
"Array Infinite Sdn Bhd","985818-P","arrayinfinite.com.my","InfoTech","CS/3/7750","Active","2014"
"Arris MSC Sdn Bhd","716288-K","NULL","Creative Content & Technologies","CS/3/2865","Active","2006"
"Art in Software Sdn Bhd","626309-H","aist.com.my","InfoTech","CS/3/6183","Active","2012"
"Arthatek MSC Sdn Bhd","744566-P","arthatek.net","InfoTech","CS/3/3092","Active","2006"
"Artisense Webtech Sdn Bhd","706454-X","trademal.com","InfoTech","CS/3/4005","Active","2007"
"Arvato Systems Malaysia Sdn Bhd","707776-M","it.arvato.com","Global Business Services","CS/3/9968","Active","2017"
"As White Sdn Bhd","1080739-K","NULL","Global Business Services","CS/3/8624","Active","2015"
"Asaascom Engineering Sdn Bhd","1033748-A","ace-training.org","InfoTech","CS/3/9606","Active","2016"
"ASAP Mobility Sdn Bhd","1070801-D","asapmobility.com.my","Global Business Services","CS/3/8516","Active","2014"
"ASAP Properties Sdn Bhd","1070059-T","asapproperties.my","InfoTech","CS/3/9625","Active","2016"
"ASAP Sdn Bhd","812786-H","asap.com.my","InfoTech","CS/3/6610","Active","2010"
"Ascendsys Sdn Bhd","178915-T","ascendsys.com","InfoTech","CS/3/129","Active","1998"
"Ascenteus Sdn Bhd","610458-D","ascenteus.com","InfoTech","CS/3/4647","Active","2007"
"Ascentia Consulting Sdn Bhd","1053444-K","ascentiaconsult.com/","InfoTech","CS/3/8380","Active","2013"
"Asdion Bhd","590812-D","ASDION.com","InfoTech","CS/3/1844","Active","2004"
"Asia Contents Lab Sdn Bhd","1185290-M","NULL","Creative Content & Technologies","CS/3/9979","Active","2017"
"Asia e University (AeU)","540774-T","NULL","IHLs & Incubators","KWD-4/111","Active","2010"
"Asia Logistics Council Sdn Bhd","804190-X","NULL","Global Business Services","CS/3/5348","Active","2008"
"Asia Media Sdn Bhd","728838-H","asiamedia.net.my","Creative Content & Technologies","CS/3/4858","Active","2007"
"Asia Online Publishing Group Sdn Bhd","1055401-H","storageasean.com","Creative Content & Technologies","CS/3/8541","Active","2014"
"Asia Pacific University Sdn Bhd","672203-A","apu.edu.my/","IHLs & Incubators","KWD-4/147","Active","2012"
"Asia Venture Group Sdn Bhd","1035548-P","asiaventuregroup.com","InfoTech","CS/3/8244","Active","2013"
"Asia-Pacific Institute of I.T.","260744-W","apiit.edu.my","InfoTech","CS/3/86","Active","1997"
"Asia-Pacific Videolab Sdn Bhd","158570-X","apv.com.my","Creative Content & Technologies","CS/3/159","Active","1998"
"asiaEP Bhd","253387-W","asiaep.com","InfoTech","CS/3/114","Active","1998"
"Asiaklik Sdn Bhd","757055-D","NULL","InfoTech","CS/3/4764","Active","2008"
"Asian Technology Solutions Sdn Bhd","1087004-P","NULL","InfoTech","CS/3/8757","Active","2015"
"Asiana Tech Sdn Bhd","1136665-V","NULL","InfoTech","CS/3/7738","Active","2015"
"AsiaOnTime (M) Sdn Bhd","455697-V","asiaontime.com","Creative Content & Technologies","CS/3/478","Active","2000"
"Asiawizard Msc Sdn Bhd","1071767-V","NULL","InfoTech","CS/3/9192","Active","2015"
"Asoft Digital Sdn Bhd","680174-M","NULL","InfoTech","CS/3/4580","Active","2007"
"ASP EHealthcare Sdn Bhd","938211-M","asp-medical-clinic.com","InfoTech","CS/3/6842","Active","2011"
"Aspati Sdn Bhd","519950-V","aspati.com.my","InfoTech","CS/3/4354","Active","2007"
"Aspek Tumpuan Sdn Bhd","658929-D","NULL","InfoTech","CS/3/2921","Active","2005"
"Aspen Circle Sdn Bhd","1202058-X","getmoocash.com","InfoTech","CS/3/10371","Active","2017"
"Aspiro Sdn Bhd","1226779-W","aspiro.co","Global Business Services","CS/3/10692","Active","2017"
"Assuring It Sdn Bhd","1125133-V","NULL","InfoTech","CS/3/10769","Active","2018"
"Astatica Sdn Bhd","1063726-T","NULL","Creative Content & Technologies","CS/3/9388","Active","2017"
"Astiostech Sdn Bhd","1039737-K","astiostech.com","InfoTech","CS/3/8087","Active","2014"
"AstraZeneca Asia-Pacific Business Services Sdn Bhd","820629-T","astrazeneca.com","Global Business Services","CS/3/10508","Active","2017"
"Astro Digital 5 Sdn Bhd","488331-D","NULL","Creative Content & Technologies","CS/3/380","Active","1999"
"Astro Productions Sdn Bhd","400778-V","NULL","Creative Content & Technologies","CS/3/40","Active","1997"
"Astro Radio Sdn Bhd","403472-D","NULL","Creative Content & Technologies","CS/3/51","Active","1997"
"Astro Shaw Sdn Bhd","408829-U","NULL","Creative Content & Technologies","CS/3/109","Active","1998"
"Astute Media Sdn Bhd","1144032-T","astutemedia.asia","Global Business Services","CS/3/9464","Active","2016"
"AT Innovative Frontiers Sdn Bhd","1130364-V","NULL","InfoTech","CS/3/9244","Active","2015"
"AT&T Worldwide Network Services (Malaysia) Sdn Bhd","884072-T","corp.att.com/ap/services","Global Business Services","CS/3/7314","Active","2011"
"ATD Solution (M) Sdn Bhd","844274-V","atdsolution.com","InfoTech","CS/3/5869","Active","2009"
"Atilze Digital Sdn Bhd","1107060-M","atilze.com","InfoTech","CS/3/10364","Active","2017"
"ATNetwork MSC Sdn Bhd","845215-V","NULL","InfoTech","CS/3/5734","Active","2009"
"Atom AP Sdn Bhd","1172714-D","atomapgroup.com","InfoTech","CS/3/10345","Active","2016"
"Atos Services (M) Sdn Bhd","585295-W","atos.net","Global Business Services","CS/3/1316","Active","2002"
"ATX (M) Sdn Bhd","951625-T","atx.my","InfoTech","CS/3/8009","Active","2013"
"AUFA Intelligence Sdn Bhd","421751-M","admacs.com.my","InfoTech","CS/3/4413","Active","2007"
"Aurous Consultancy Sdn Bhd","1149047-P","NULL","Global Business Services","CS/3/9587","Active","2016"
"Ausenco Business Services Sdn Bhd","1080752-H","ausenco.com","Global Business Services","CS/3/8555","Active","2014"
"Auspac Corporation Sdn Bhd","181027-U","auspac.com.my","InfoTech","CS/3/710","Active","2001"
"Authentic Venture Sdn Bhd","470336-H","ventures.com.my","InfoTech","CS/3/1872","Active","2004"
"Auto Count Sdn Bhd","751600-A","autocountsoft.com","InfoTech","CS/3/4867","Active","2007"
"Auto Craver Tradings Sdn Bhd","1163594-P","autocraver.com","InfoTech","ST/3/37","Active","2018"
"Automated Design Xpress Sdn Bhd","777596-A","adex.com.my","InfoTech","CS/3/5551","Active","2009"
"Avanade Malaysia Sdn Bhd","525973-U","avanade.com","Global Business Services","CS/3/9077","Active","2015"
"Avant Garde Studios Sdn Bhd","683216-D","avantadvert.com","Creative Content & Technologies","CS/3/3717","Active","2007"
"AVENGA MALAYSIA SDN BHD","1202542-M","itkontrakt.com","Global Business Services","CS/3/10361","Active","2017"
"Averis Sdn Bhd","729700-M","rgmi.com/","Global Business Services","CS/3/3646","Active","2006"
"Avex Consulting Sdn Bhd","1187927-P","NULL","Global Business Services","CS/3/10281","Active","2017"
"Avexis Solution Sdn Bhd","1073633-V","NULL","InfoTech","CS/3/8655","Active","2014"
"Avows IT Outsourcing Sdn Bhd","1200606-U","NULL","Global Business Services","CS/3/10305","Active","2016"
"Avows Technologies Sdn Bhd","803653-T","NULL","InfoTech","CS/3/5288","Active","2008"
"AXA Group Operations Malaysia Sdn Bhd","1245109-V","NULL","Global Business Services","CS/3/10766","Active","2017"
"Axcelasia Softnex Sdn Bhd ( Formerly known as Columbus Softnex Sdn Bhd )","906497-D","columbus-global.com","InfoTech","CS/3/2193","Active","2012"
"Axceligent Solutions (M) Sdn Bhd","942940-M","NULL","Global Business Services","CS/3/8985","Active","2015"
"Axiata Management Services Sdn Bhd","323564-T","axiata.com","Global Business Services","CS/3/7286","Active","2011"
"Axienta Group Sdn Bhd","1154107-T","axienta.com","InfoTech","CS/3/9590","Active","2016"
"Axis Commerce (M) Sdn Bhd","746944-V","acsb.com.my","InfoTech","CS/3/4880","Active","2007"
"Azendian Solutions Sdn Bhd","1173966-T","azendian.com","Global Business Services","CS/3/9988","Active","2016"
"Azimation Werks Sdn Bhd","631021-D","NULL","Creative Content & Technologies","CS/3/6740","Active","2010"
"Azkar Alhdara Sdn Bhd","1041469-K","NULL","InfoTech","CS/3/8109","Active","2015"
"Azti Technology Sdn Bhd","1096419-X","aztigroup.com","InfoTech","CS/3/8870","Active","2015"
"B Excelle Sdn Bhd","951835-T","NULL","InfoTech","CS/3/7472","Active","2013"
"B2B International Sdn Bhd","1149008-K","b2b.com.my","InfoTech","CS/3/9348","Active","2015"
"BAE Systems Applied Intelligence Malaysia Sdn Bhd","1045689-M","baesystems.com/en/cybersecurity/home","Global Business Services","CS/3/8195","Active","2013"
"Balfour Beatty Rail Design International Sdn Bhd","625032-H","bbrail.com","InfoTech","CS/3/1970","Active","2003"
"BANDAI NAMCO Studios Malaysia Sdn Bhd","1181730-T","bandainamcostudios.my/","Creative Content & Technologies","CS/3/9936","Active","2016"
